Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeNumber,Gender,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,StandardHours,TotalWorkingYears,YearsAtCompany,YearsInCurrentRole,YearsWithCurrManager
43,No,Travel_Rarely,990,Research & Development,27,Bachelor,Technical Degree,1599,Male,Laboratory Technician,Medium,Divorced,4876,5,No,12,Excellent,80,8,6,4,2
35,No,Travel_Rarely,1349,Research & Development,7,College,Life Sciences,1601,Male,Laboratory Technician,Very High,Married,2690,1,No,18,Excellent,80,1,1,0,1
46,No,Travel_Rarely,563,Sales,1,Master,Life Sciences,1602,Male,Manager,Low,Single,17567,1,No,15,Excellent,80,27,26,0,12
28,Yes,Travel_Rarely,329,Research & Development,24,Bachelor,Medical,1604,Male,Laboratory Technician,Medium,Married,2408,1,Yes,17,Excellent,80,1,1,1,0
22,No,Non-Travel,457,Research & Development,26,College,Other,1605,Female,Research Scientist,High,Married,2814,1,Yes,14,Excellent,80,4,4,2,3
50,No,Travel_Frequently,1234,Research & Development,20,Doctor,Medical,1606,Male,Healthcare Representative,High,Married,11245,2,Yes,15,Excellent,80,32,30,8,13
32,No,Travel_Rarely,634,Research & Development,5,Master,Other,1607,Female,Research Scientist,Very High,Married,3312,3,No,17,Excellent,80,6,3,2,2
44,No,Travel_Rarely,1313,Research & Development,7,Bachelor,Medical,1608,Female,Research Director,Very High,Divorced,19049,0,Yes,14,Excellent,80,23,22,7,10
30,No,Travel_Rarely,241,Research & Development,7,Bachelor,Medical,1609,Male,Research Scientist,Medium,Married,2141,1,No,12,Excellent,80,6,6,4,1
45,No,Travel_Rarely,1015,Research & Development,5,Doctor,Medical,1611,Female,Laboratory Technician,Low,Single,5769,1,Yes,14,Excellent,80,10,10,7,4
45,No,Non-Travel,336,Sales,26,Bachelor,Marketing,1612,Male,Sales Executive,Low,Married,4385,1,No,15,Excellent,80,10,10,7,5
31,No,Travel_Frequently,715,Sales,2,Master,Other,1613,Male,Sales Executive,Low,Single,5332,7,No,13,Excellent,80,10,5,2,3
36,No,Travel_Rarely,559,Research & Development,12,Master,Life Sciences,1614,Female,Manufacturing Director,High,Married,4663,9,Yes,12,Excellent,80,7,3,2,1
34,No,Travel_Frequently,426,Research & Development,10,Master,Life Sciences,1615,Male,Manufacturing Director,Very High,Divorced,4724,1,No,13,Excellent,80,9,9,7,2
49,No,Travel_Rarely,722,Research & Development,25,Master,Life Sciences,1617,Female,Laboratory Technician,Low,Married,3211,1,No,14,Excellent,80,10,9,6,4
39,No,Travel_Rarely,1387,Research & Development,10,Doctor,Medical,1618,Male,Manufacturing Director,Low,Married,5377,2,No,13,Excellent,80,10,7,7,7
27,No,Travel_Rarely,1302,Research & Development,19,Bachelor,Other,1619,Male,Laboratory Technician,Low,Divorced,4066,1,No,11,Excellent,80,7,7,7,7
35,No,Travel_Rarely,819,Research & Development,18,Doctor,Life Sciences,1621,Male,Research Scientist,Low,Married,5208,1,No,11,Excellent,80,16,16,15,10
28,No,Travel_Rarely,580,Research & Development,27,Bachelor,Medical,1622,Female,Manufacturing Director,Low,Divorced,4877,0,No,21,Outstanding,80,6,5,3,0
21,No,Travel_Rarely,546,Research & Development,5,Below College,Medical,1623,Male,Research Scientist,Very High,Single,3117,1,No,18,Excellent,80,3,2,2,2
18,Yes,Travel_Frequently,544,Sales,3,College,Medical,1624,Female,Sales Representative,Very High,Single,1569,1,Yes,12,Excellent,80,0,0,0,0
47,No,Travel_Rarely,1176,Human Resources,26,Master,Life Sciences,1625,Female,Manager,High,Married,19658,3,No,11,Excellent,80,27,5,2,0
39,No,Travel_Rarely,170,Research & Development,3,College,Medical,1627,Male,Laboratory Technician,High,Divorced,3069,0,No,15,Excellent,80,11,10,8,7
40,No,Travel_Rarely,884,Research & Development,15,Bachelor,Life Sciences,1628,Female,Manufacturing Director,High,Married,10435,1,No,13,Excellent,80,18,18,15,12
35,No,Non-Travel,208,Research & Development,8,Master,Life Sciences,1630,Female,Healthcare Representative,High,Married,4148,1,No,12,Excellent,80,15,14,11,9
37,No,Travel_Rarely,671,Research & Development,19,Bachelor,Life Sciences,1631,Male,Manufacturing Director,High,Married,5768,3,No,17,Excellent,80,9,4,3,2
39,No,Travel_Frequently,711,Research & Development,4,Bachelor,Medical,1633,Female,Manufacturing Director,High,Single,5042,0,No,13,Excellent,80,10,9,2,8
45,No,Travel_Rarely,1329,Research & Development,2,College,Other,1635,Female,Manufacturing Director,Very High,Divorced,5770,1,No,19,Excellent,80,10,10,7,9
38,No,Travel_Rarely,397,Research & Development,2,College,Medical,1638,Female,Manufacturing Director,High,Married,7756,3,Yes,19,Excellent,80,10,5,4,2
35,Yes,Travel_Rarely,737,Sales,10,Bachelor,Medical,1639,Male,Sales Executive,Low,Married,10306,9,No,17,Excellent,80,15,13,12,0
37,No,Travel_Rarely,1470,Research & Development,10,Bachelor,Medical,1640,Female,Research Scientist,Medium,Married,3936,1,No,11,Excellent,80,8,8,4,7
40,No,Travel_Rarely,448,Research & Development,16,Bachelor,Life Sciences,1641,Female,Manufacturing Director,Very High,Single,7945,6,Yes,15,Excellent,80,18,4,2,3
44,No,Travel_Frequently,602,Human Resources,1,Doctor,Human Resources,1642,Male,Human Resources,Very High,Married,5743,4,Yes,11,Excellent,80,14,10,7,2
48,No,Travel_Frequently,365,Research & Development,4,Doctor,Medical,1644,Male,Manager,Very High,Married,15202,2,No,25,Outstanding,80,23,2,2,2
35,Yes,Travel_Rarely,763,Sales,15,College,Medical,1645,Male,Sales Executive,Very High,Divorced,5440,6,Yes,14,Excellent,80,7,2,2,2
24,No,Travel_Frequently,567,Research & Development,2,Below College,Technical Degree,1646,Female,Research Scientist,Very High,Single,3760,1,Yes,13,Excellent,80,6,6,3,3
27,No,Travel_Rarely,486,Research & Development,8,Bachelor,Medical,1647,Female,Research Scientist,High,Married,3517,7,No,17,Excellent,80,5,3,2,2
27,No,Travel_Frequently,591,Research & Development,2,Bachelor,Medical,1648,Male,Research Scientist,Very High,Single,2580,2,No,13,Excellent,80,6,4,2,2
40,Yes,Travel_Rarely,1329,Research & Development,7,Bachelor,Life Sciences,1649,Male,Laboratory Technician,Low,Single,2166,3,Yes,14,Excellent,80,10,4,2,3
29,No,Travel_Rarely,469,Sales,10,Bachelor,Medical,1650,Male,Sales Executive,High,Single,5869,9,No,11,Excellent,80,8,5,2,4
36,No,Travel_Rarely,711,Research & Development,5,Master,Life Sciences,1651,Female,Healthcare Representative,Low,Married,8008,4,No,12,Excellent,80,9,3,2,2
25,No,Travel_Frequently,772,Research & Development,2,Below College,Life Sciences,1653,Male,Manufacturing Director,High,Divorced,5206,1,No,17,Excellent,80,7,7,7,7
39,No,Travel_Rarely,492,Research & Development,12,Bachelor,Medical,1654,Male,Manufacturing Director,Medium,Married,5295,4,No,21,Outstanding,80,7,5,4,0
49,No,Travel_Rarely,301,Research & Development,22,Master,Other,1655,Female,Research Director,Medium,Married,16413,3,No,16,Excellent,80,27,4,2,2
50,No,Travel_Rarely,813,Research & Development,17,Doctor,Life Sciences,1656,Female,Research Director,Low,Divorced,13269,5,No,15,Excellent,80,19,14,11,11
20,No,Travel_Rarely,1141,Sales,2,Bachelor,Medical,1657,Female,Sales Representative,High,Single,2783,1,No,19,Excellent,80,2,2,2,2
34,No,Travel_Rarely,1130,Research & Development,3,Bachelor,Life Sciences,1658,Female,Research Scientist,Medium,Divorced,5433,1,No,12,Excellent,80,11,11,8,9
36,No,Travel_Rarely,311,Research & Development,7,Bachelor,Life Sciences,1659,Male,Laboratory Technician,Medium,Single,2013,2,No,11,Excellent,80,15,4,3,3
49,No,Travel_Rarely,465,Research & Development,6,Below College,Life Sciences,1661,Female,Healthcare Representative,High,Married,13966,2,Yes,19,Excellent,80,30,15,11,12
36,No,Non-Travel,894,Research & Development,1,Master,Medical,1662,Female,Manufacturing Director,High,Married,4374,0,No,15,Excellent,80,4,3,2,2
36,No,Travel_Rarely,1040,Research & Development,3,College,Life Sciences,1664,Male,Healthcare Representative,Low,Divorced,6842,6,No,20,Outstanding,80,13,5,4,4
54,No,Travel_Rarely,584,Research & Development,22,Doctor,Medical,1665,Female,Manager,High,Married,17426,3,No,25,Outstanding,80,36,10,8,7
43,No,Travel_Rarely,1291,Research & Development,15,College,Life Sciences,1666,Male,Research Director,High,Married,17603,1,No,24,Outstanding,80,14,14,10,11
35,Yes,Travel_Frequently,880,Sales,12,Master,Other,1667,Male,Sales Executive,Very High,Single,4581,3,Yes,24,Outstanding,80,13,11,9,7
38,No,Travel_Frequently,1189,Research & Development,1,Bachelor,Life Sciences,1668,Male,Research Scientist,Very High,Married,4735,7,No,15,Excellent,80,19,13,11,9
29,No,Travel_Rarely,991,Sales,5,Bachelor,Medical,1669,Male,Sales Executive,Medium,Divorced,4187,1,Yes,13,Excellent,80,10,10,0,9
33,No,Travel_Rarely,392,Sales,2,Master,Medical,1670,Male,Sales Executive,Very High,Divorced,5505,1,No,14,Excellent,80,6,6,2,4
32,No,Travel_Rarely,977,Research & Development,2,Bachelor,Medical,1671,Male,Research Scientist,Medium,Divorced,5470,0,No,13,Excellent,80,10,9,5,6
31,No,Travel_Rarely,1112,Sales,5,Master,Life Sciences,1673,Female,Sales Executive,Very High,Married,5476,1,No,11,Excellent,80,10,10,0,2
49,No,Travel_Rarely,464,Research & Development,16,Bachelor,Medical,1674,Female,Laboratory Technician,Low,Divorced,2587,4,Yes,16,Excellent,80,17,2,2,2
38,No,Travel_Frequently,148,Research & Development,2,Bachelor,Medical,1675,Female,Laboratory Technician,Medium,Single,2440,1,No,22,Outstanding,80,4,4,3,3
47,No,Travel_Rarely,1225,Sales,2,Master,Life Sciences,1676,Female,Manager,Medium,Divorced,15972,6,No,14,Excellent,80,29,3,2,2
49,No,Travel_Rarely,809,Research & Development,1,Bachelor,Life Sciences,1677,Male,Manager,High,Single,15379,4,No,14,Excellent,80,23,8,7,0
41,No,Travel_Rarely,1206,Sales,23,College,Life Sciences,1678,Male,Sales Executive,High,Single,7082,3,Yes,16,Excellent,80,21,2,0,2
20,No,Travel_Rarely,727,Sales,9,Below College,Life Sciences,1680,Male,Sales Representative,Low,Single,2728,1,No,11,Excellent,80,2,2,2,2
33,No,Non-Travel,530,Sales,16,Bachelor,Life Sciences,1681,Female,Sales Executive,Very High,Divorced,5368,1,Yes,25,Outstanding,80,7,6,5,2
36,No,Travel_Rarely,1351,Research & Development,26,Master,Life Sciences,1682,Male,Healthcare Representative,High,Married,5347,6,No,14,Excellent,80,10,3,2,2
44,No,Travel_Rarely,528,Human Resources,1,Bachelor,Life Sciences,1683,Female,Human Resources,Very High,Divorced,3195,4,Yes,18,Excellent,80,8,2,2,2
23,Yes,Travel_Rarely,1320,Research & Development,8,Below College,Medical,1684,Male,Laboratory Technician,High,Single,3989,1,Yes,11,Excellent,80,5,5,4,2
38,No,Travel_Rarely,1495,Research & Development,4,College,Medical,1687,Female,Laboratory Technician,High,Married,3306,7,No,19,Excellent,80,7,0,0,0
53,No,Travel_Rarely,1395,Research & Development,24,Master,Medical,1689,Male,Healthcare Representative,Very High,Married,7005,3,No,15,Excellent,80,11,4,3,2
48,Yes,Travel_Frequently,708,Sales,7,College,Medical,1691,Female,Sales Representative,High,Married,2655,2,Yes,11,Excellent,80,19,9,7,7
32,Yes,Travel_Rarely,1259,Research & Development,2,Master,Life Sciences,1692,Male,Laboratory Technician,Medium,Single,1393,1,No,12,Excellent,80,1,1,0,0
26,No,Non-Travel,786,Research & Development,7,Bachelor,Medical,1693,Male,Laboratory Technician,Very High,Single,2570,1,No,20,Outstanding,80,7,7,7,7
55,No,Travel_Rarely,1441,Research & Development,22,Bachelor,Technical Degree,1694,Male,Research Scientist,Medium,Divorced,3537,5,No,12,Excellent,80,8,4,2,2
34,No,Travel_Rarely,1157,Research & Development,5,College,Medical,1696,Male,Laboratory Technician,Very High,Married,3986,1,No,14,Excellent,80,15,15,10,13
60,No,Travel_Rarely,370,Research & Development,1,Master,Medical,1697,Male,Healthcare Representative,Very High,Divorced,10883,3,No,20,Outstanding,80,19,1,0,0
33,No,Travel_Rarely,267,Research & Development,21,Bachelor,Medical,1698,Male,Laboratory Technician,Medium,Married,2028,1,No,18,Excellent,80,14,14,11,13
37,No,Travel_Frequently,1278,Sales,1,Master,Medical,1700,Male,Sales Executive,Very High,Divorced,9525,1,No,14,Excellent,80,6,6,3,3
34,No,Travel_Rarely,678,Research & Development,19,Bachelor,Life Sciences,1701,Female,Research Scientist,Very High,Married,2929,1,No,12,Excellent,80,10,10,9,7
23,Yes,Travel_Rarely,427,Sales,7,Bachelor,Life Sciences,1702,Male,Sales Representative,Very High,Divorced,2275,1,Yes,21,Outstanding,80,3,3,2,2
44,No,Travel_Rarely,921,Research & Development,2,Bachelor,Life Sciences,1703,Female,Healthcare Representative,Very High,Married,7879,1,Yes,19,Excellent,80,9,8,7,7
35,No,Travel_Frequently,146,Research & Development,2,Master,Medical,1704,Male,Research Scientist,Very High,Single,4930,0,Yes,14,Excellent,80,6,5,4,4
43,No,Travel_Rarely,1179,Sales,2,Bachelor,Medical,1706,Male,Sales Executive,Very High,Married,7847,1,Yes,17,Excellent,80,10,10,9,8
24,No,Travel_Rarely,581,Research & Development,9,Bachelor,Medical,1707,Male,Research Scientist,High,Married,4401,1,No,16,Excellent,80,5,5,3,4
41,No,Travel_Rarely,918,Sales,6,Bachelor,Marketing,1708,Male,Sales Executive,High,Single,9241,1,No,12,Excellent,80,10,10,8,7
29,No,Travel_Rarely,1082,Research & Development,9,Master,Medical,1709,Female,Laboratory Technician,High,Married,2974,9,No,17,Excellent,80,9,5,3,2
36,No,Travel_Rarely,530,Sales,2,Master,Life Sciences,1710,Female,Sales Representative,Very High,Single,4502,3,No,15,Excellent,80,17,13,7,7
45,No,Non-Travel,1238,Research & Development,1,Below College,Life Sciences,1712,Male,Healthcare Representative,High,Married,10748,3,No,23,Outstanding,80,25,23,15,4
24,Yes,Travel_Rarely,240,Human Resources,22,Below College,Human Resources,1714,Male,Human Resources,High,Married,1555,1,No,11,Excellent,80,1,1,0,0
47,Yes,Travel_Frequently,1093,Sales,9,Bachelor,Life Sciences,1716,Male,Sales Executive,High,Married,12936,7,No,11,Excellent,80,25,23,5,10
26,No,Travel_Rarely,390,Research & Development,17,Master,Medical,1718,Male,Laboratory Technician,High,Married,2305,1,No,15,Excellent,80,3,3,2,2
45,No,Travel_Rarely,1005,Research & Development,28,College,Technical Degree,1719,Female,Research Director,Medium,Single,16704,1,No,11,Excellent,80,21,21,6,6
32,No,Travel_Frequently,585,Research & Development,10,Bachelor,Life Sciences,1720,Male,Research Scientist,High,Married,3433,6,No,13,Excellent,80,10,5,2,3
31,No,Travel_Rarely,741,Research & Development,2,Master,Life Sciences,1721,Male,Laboratory Technician,High,Married,3477,1,No,14,Excellent,80,6,5,2,3
41,No,Non-Travel,552,Human Resources,4,Bachelor,Human Resources,1722,Male,Human Resources,Medium,Married,6430,6,No,19,Excellent,80,10,3,2,2
40,No,Travel_Rarely,369,Research & Development,8,College,Life Sciences,1724,Female,Manufacturing Director,Low,Married,6516,2,Yes,16,Excellent,80,18,1,0,0
24,No,Travel_Rarely,506,Research & Development,29,Below College,Medical,1725,Male,Laboratory Technician,Low,Divorced,3907,1,No,13,Excellent,80,6,6,2,2
46,No,Travel_Rarely,717,Research & Development,13,Master,Life Sciences,1727,Male,Healthcare Representative,Medium,Single,5562,6,No,14,Excellent,80,19,10,7,9
35,No,Travel_Rarely,1370,Research & Development,27,Master,Life Sciences,1728,Male,Manufacturing Director,High,Married,6883,2,No,16,Excellent,80,17,7,7,7
30,No,Travel_Rarely,793,Research & Development,16,Below College,Life Sciences,1729,Male,Research Scientist,Very High,Married,2862,1,No,12,Excellent,80,10,10,0,8
47,No,Non-Travel,543,Sales,2,Master,Marketing,1731,Male,Sales Executive,Medium,Married,4978,7,No,11,Excellent,80,4,1,0,0
46,No,Travel_Rarely,1277,Sales,2,Bachelor,Life Sciences,1732,Male,Sales Executive,Very High,Divorced,10368,4,Yes,12,Excellent,80,13,10,6,3
36,Yes,Travel_Rarely,1456,Sales,13,Doctor,Marketing,1733,Male,Sales Executive,Low,Divorced,6134,5,Yes,13,Excellent,80,16,2,2,2
32,Yes,Travel_Rarely,964,Sales,1,College,Life Sciences,1734,Male,Sales Executive,Medium,Single,6735,6,No,15,Excellent,80,10,0,0,0
23,No,Travel_Rarely,160,Research & Development,4,Below College,Medical,1735,Female,Laboratory Technician,Medium,Single,3295,1,No,13,Excellent,80,3,3,2,2
31,No,Travel_Frequently,163,Research & Development,24,Below College,Technical Degree,1736,Female,Manufacturing Director,Very High,Single,5238,2,No,20,Outstanding,80,9,5,4,4
39,No,Non-Travel,792,Research & Development,1,Bachelor,Life Sciences,1737,Male,Laboratory Technician,Very High,Married,6472,1,Yes,15,Excellent,80,9,9,8,8
32,No,Travel_Rarely,371,Sales,19,Bachelor,Life Sciences,1739,Male,Sales Executive,High,Married,9610,3,No,13,Excellent,80,10,4,3,2
40,No,Travel_Rarely,611,Sales,7,Master,Medical,1740,Male,Manager,Medium,Single,19833,1,No,14,Excellent,80,21,21,8,8
45,No,Travel_Rarely,176,Human Resources,4,Bachelor,Life Sciences,1744,Female,Human Resources,High,Married,9756,4,No,21,Outstanding,80,9,5,0,3
30,No,Travel_Frequently,1312,Research & Development,2,Master,Technical Degree,1745,Female,Research Scientist,Low,Single,4968,0,No,16,Excellent,80,10,9,7,7
24,No,Travel_Frequently,897,Human Resources,10,Bachelor,Medical,1746,Male,Human Resources,Very High,Married,2145,0,No,14,Excellent,80,3,2,2,1
30,Yes,Travel_Frequently,600,Human Resources,8,Bachelor,Human Resources,1747,Female,Human Resources,Very High,Divorced,2180,6,No,11,Excellent,80,6,4,2,2
31,No,Travel_Rarely,1003,Sales,5,Bachelor,Technical Degree,1749,Male,Sales Executive,High,Married,8346,1,No,19,Excellent,80,6,5,2,2
27,No,Travel_Rarely,1054,Research & Development,8,Bachelor,Medical,1751,Female,Research Scientist,Very High,Single,3445,1,No,11,Excellent,80,6,6,2,4
29,Yes,Travel_Rarely,428,Sales,9,Bachelor,Marketing,1752,Female,Sales Representative,Medium,Single,2760,1,No,13,Excellent,80,2,2,2,2
29,No,Travel_Frequently,461,Research & Development,1,Bachelor,Life Sciences,1753,Male,Healthcare Representative,High,Single,6294,8,Yes,12,Excellent,80,10,3,2,2
30,No,Travel_Rarely,979,Sales,15,College,Marketing,1754,Male,Sales Executive,Low,Divorced,7140,2,No,11,Excellent,80,12,7,7,7
34,No,Travel_Rarely,181,Research & Development,2,Master,Medical,1755,Male,Research Scientist,Very High,Married,2932,0,Yes,14,Excellent,80,6,5,0,2
33,No,Non-Travel,1283,Sales,2,Bachelor,Marketing,1756,Female,Sales Executive,Medium,Single,5147,8,No,15,Excellent,80,13,11,7,7
49,No,Travel_Rarely,1313,Sales,11,Master,Marketing,1757,Female,Sales Executive,Very High,Single,4507,3,No,12,Excellent,80,8,5,1,4
33,Yes,Travel_Rarely,211,Sales,16,Bachelor,Life Sciences,1758,Female,Sales Executive,Low,Single,8564,2,Yes,20,Outstanding,80,11,0,0,0
38,No,Travel_Frequently,594,Research & Development,2,College,Medical,1760,Female,Laboratory Technician,Medium,Married,2468,4,No,14,Excellent,80,9,6,1,5
31,Yes,Travel_Rarely,1079,Sales,16,Master,Marketing,1761,Male,Sales Executive,High,Married,8161,2,No,13,Excellent,80,10,1,0,0
29,No,Travel_Rarely,590,Research & Development,4,Bachelor,Technical Degree,1762,Female,Research Scientist,Low,Divorced,2109,1,No,13,Excellent,80,1,1,0,0
30,No,Travel_Rarely,305,Research & Development,16,Bachelor,Life Sciences,1763,Male,Healthcare Representative,High,Married,5294,3,No,16,Excellent,80,10,7,0,7
32,No,Non-Travel,953,Research & Development,5,Master,Technical Degree,1764,Male,Research Scientist,Medium,Single,2718,2,No,14,Excellent,80,12,7,7,7
38,No,Travel_Rarely,833,Research & Development,18,Bachelor,Medical,1766,Male,Healthcare Representative,Very High,Married,5811,3,Yes,16,Excellent,80,15,1,0,0
43,Yes,Travel_Frequently,807,Research & Development,17,Bachelor,Technical Degree,1767,Male,Research Scientist,High,Married,2437,9,Yes,16,Excellent,80,6,1,0,0
42,No,Travel_Rarely,855,Research & Development,12,Bachelor,Medical,1768,Male,Laboratory Technician,Medium,Divorced,2766,8,No,22,Outstanding,80,7,5,3,4
55,No,Travel_Rarely,478,Research & Development,2,Bachelor,Medical,1770,Male,Research Director,Low,Married,19038,8,No,12,Excellent,80,34,1,0,0
33,No,Non-Travel,775,Research & Development,4,Bachelor,Technical Degree,1771,Male,Research Scientist,Medium,Divorced,3055,5,No,15,Excellent,80,11,9,8,7
41,No,Travel_Rarely,548,Research & Development,9,Master,Life Sciences,1772,Male,Laboratory Technician,Low,Divorced,2289,1,No,20,Outstanding,80,5,5,3,4
34,No,Non-Travel,1375,Sales,10,Bachelor,Life Sciences,1774,Male,Sales Executive,High,Divorced,4001,1,Yes,14,Excellent,80,15,15,14,7
53,No,Non-Travel,661,Research & Development,1,Master,Medical,1775,Female,Manufacturing Director,High,Married,12965,4,Yes,20,Outstanding,80,27,3,2,2
43,No,Travel_Rarely,244,Human Resources,2,Bachelor,Life Sciences,1778,Male,Human Resources,Very High,Single,3539,0,No,13,Excellent,80,10,9,7,8
34,No,Travel_Rarely,511,Sales,3,College,Life Sciences,1779,Female,Sales Executive,Very High,Single,6029,5,No,12,Excellent,80,6,2,2,2
21,Yes,Travel_Rarely,337,Sales,7,Below College,Marketing,1780,Male,Sales Representative,Medium,Single,2679,1,No,13,Excellent,80,1,1,0,0
38,No,Travel_Rarely,1153,Research & Development,6,College,Other,1782,Female,Laboratory Technician,High,Married,3702,1,No,11,Excellent,80,5,5,4,4
22,Yes,Travel_Rarely,1294,Research & Development,8,Below College,Medical,1783,Female,Laboratory Technician,Low,Married,2398,1,Yes,17,Excellent,80,1,1,0,0
31,No,Travel_Rarely,196,Sales,29,Master,Marketing,1784,Female,Sales Executive,Very High,Married,5468,1,No,14,Excellent,80,13,12,7,7
51,No,Travel_Rarely,942,Research & Development,3,Bachelor,Technical Degree,1786,Female,Manager,High,Married,13116,2,No,11,Excellent,80,15,2,2,2
37,No,Travel_Rarely,589,Sales,9,College,Marketing,1787,Male,Sales Executive,Medium,Married,4189,1,No,14,Excellent,80,5,5,2,3
46,No,Travel_Rarely,734,Research & Development,2,Master,Medical,1789,Male,Research Director,Very High,Divorced,19328,7,Yes,17,Excellent,80,24,2,1,2
36,No,Travel_Rarely,1383,Research & Development,10,Bachelor,Life Sciences,1790,Male,Healthcare Representative,Low,Married,8321,7,Yes,13,Excellent,80,15,12,8,7
44,Yes,Travel_Frequently,429,Research & Development,1,College,Medical,1792,Male,Research Scientist,Medium,Divorced,2342,1,Yes,12,Excellent,80,6,5,3,3
37,No,Travel_Rarely,1239,Human Resources,8,College,Other,1794,Male,Human Resources,Medium,Divorced,4071,2,No,13,Excellent,80,19,10,0,7
35,Yes,Travel_Rarely,303,Sales,27,Bachelor,Life Sciences,1797,Male,Sales Executive,Very High,Single,5813,1,Yes,18,Excellent,80,10,10,7,7
33,No,Travel_Rarely,867,Research & Development,8,Master,Life Sciences,1798,Male,Research Scientist,Low,Married,3143,6,No,19,Excellent,80,14,10,8,6
28,No,Travel_Rarely,1181,Research & Development,1,Bachelor,Life Sciences,1799,Male,Research Scientist,Very High,Married,2044,1,No,11,Excellent,80,5,5,3,3
39,No,Travel_Rarely,1253,Research & Development,10,Below College,Medical,1800,Male,Research Director,High,Single,13464,7,No,21,Outstanding,80,9,4,3,2
46,No,Non-Travel,849,Sales,26,College,Life Sciences,1801,Male,Sales Executive,Medium,Single,7991,8,No,15,Excellent,80,6,2,2,2
40,No,Travel_Rarely,616,Research & Development,2,College,Life Sciences,1802,Female,Laboratory Technician,Low,Married,3377,4,No,17,Excellent,80,7,4,3,2
42,No,Travel_Rarely,1128,Research & Development,13,Bachelor,Medical,1803,Male,Healthcare Representative,Low,Married,5538,5,No,18,Excellent,80,10,0,0,0
35,No,Non-Travel,1180,Research & Development,2,College,Medical,1804,Male,Manufacturing Director,Very High,Divorced,5762,2,No,14,Excellent,80,15,7,7,7
38,No,Non-Travel,1336,Human Resources,2,Bachelor,Human Resources,1805,Male,Human Resources,Medium,Divorced,2592,5,No,13,Excellent,80,13,11,10,8
34,Yes,Travel_Frequently,234,Research & Development,9,Master,Life Sciences,1807,Male,Laboratory Technician,Low,Married,5346,4,No,17,Excellent,80,11,7,1,7
37,Yes,Travel_Rarely,370,Research & Development,10,Master,Medical,1809,Male,Manufacturing Director,Low,Single,4213,1,No,15,Excellent,80,10,10,3,8
39,No,Travel_Frequently,766,Sales,20,Bachelor,Life Sciences,1812,Male,Sales Executive,Very High,Divorced,4127,2,No,18,Excellent,80,7,2,1,2
43,No,Non-Travel,343,Research & Development,9,Bachelor,Life Sciences,1813,Male,Research Scientist,High,Single,2438,4,No,13,Excellent,80,7,3,2,2
41,No,Travel_Rarely,447,Research & Development,5,Bachelor,Life Sciences,1814,Male,Healthcare Representative,Medium,Single,6870,3,No,12,Excellent,80,11,3,2,2
41,No,Travel_Rarely,796,Sales,4,Below College,Marketing,1815,Female,Sales Executive,High,Divorced,10447,0,Yes,13,Excellent,80,23,22,14,5
30,No,Travel_Rarely,1092,Research & Development,10,Bachelor,Medical,1816,Female,Manufacturing Director,High,Single,9667,9,No,14,Excellent,80,9,7,7,2
26,Yes,Travel_Rarely,920,Human Resources,20,College,Medical,1818,Female,Human Resources,Medium,Married,2148,0,Yes,11,Excellent,80,6,5,1,4
46,Yes,Travel_Rarely,261,Research & Development,21,College,Medical,1821,Female,Healthcare Representative,Medium,Married,8926,4,No,22,Outstanding,80,13,9,7,7
40,No,Travel_Rarely,1194,Research & Development,1,Bachelor,Life Sciences,1822,Female,Healthcare Representative,Very High,Divorced,6513,4,No,17,Excellent,80,12,5,3,3
34,No,Travel_Rarely,810,Sales,8,College,Technical Degree,1823,Male,Sales Executive,High,Married,6799,1,No,21,Outstanding,80,10,10,8,8
58,No,Non-Travel,350,Sales,2,Bachelor,Medical,1824,Male,Manager,Medium,Divorced,16291,4,No,22,Outstanding,80,37,16,9,14
35,No,Travel_Rarely,185,Research & Development,23,Master,Medical,1826,Male,Laboratory Technician,High,Married,2705,0,No,16,Excellent,80,6,5,4,3
47,No,Travel_Rarely,1001,Research & Development,4,Bachelor,Life Sciences,1827,Female,Manufacturing Director,Medium,Divorced,10333,8,Yes,12,Excellent,80,28,22,11,10
40,No,Travel_Rarely,750,Research & Development,12,Bachelor,Life Sciences,1829,Female,Healthcare Representative,Low,Divorced,4448,2,No,12,Excellent,80,15,7,4,7
54,No,Travel_Rarely,431,Research & Development,7,Master,Medical,1830,Female,Research Scientist,Very High,Married,6854,4,No,15,Excellent,80,14,7,1,7
31,No,Travel_Frequently,1125,Sales,7,Master,Marketing,1833,Female,Sales Executive,Low,Married,9637,2,No,14,Excellent,80,9,3,2,2
28,No,Travel_Rarely,1217,Research & Development,1,Bachelor,Medical,1834,Female,Research Scientist,Low,Married,3591,1,No,25,Outstanding,80,3,3,2,2
38,No,Travel_Rarely,723,Sales,2,Master,Marketing,1835,Female,Sales Representative,Very High,Married,5405,2,Yes,20,Outstanding,80,20,4,2,3
26,No,Travel_Rarely,572,Sales,10,Bachelor,Medical,1836,Male,Sales Executive,Very High,Single,4684,1,No,13,Excellent,80,5,5,3,2
58,No,Travel_Frequently,1216,Research & Development,15,Master,Life Sciences,1837,Male,Research Director,High,Married,15787,2,Yes,14,Excellent,80,23,2,2,2
